Loan_ID,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,feature1,feature2,Loan_Status
LP001002,0.0,0.0,1.0,0.0,0.07220987654320987,0.0,0.1657142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19391728880530384,0.24653786972131986,1
LP001003,0.0,1.0,1.0,0.0,0.05658024691358025,0.03619171046631627,0.18285714285714286,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.20547620350608364,0.23674273518305697,0
LP001005,0.0,1.0,1.0,1.0,0.037037037037037035,0.0,0.09428571428571429,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2151111111111111,0.48066666666666663,1
LP001006,0.0,1.0,0.0,0.0,0.03188888888888889,0.05659154726762186,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2374687984888349,0.29184375632463067,1
LP001008,0.0,0.0,1.0,0.0,0.07407407407407407,0.0,0.20142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22977777777777778,0.24033333333333332,1
LP001011,0.0,1.0,1.0,1.0,0.06687654320987654,0.100703194374445,0.38142857142857145,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27157668435105237,0.1500052012899199,1
LP001013,0.0,1.0,0.0,0.0,0.02880246913580247,0.03638370893032856,0.1357142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24133252504257957,0.37464276435437777,1
LP001014,0.0,1.0,1.0,0.0,0.037481481481481484,0.060095519235846113,0.2257142857142857,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2788608102687525,0.2602888086642599,0
LP001018,0.0,1.0,1.0,0.0,0.04945679012345679,0.03662370701034392,0.24,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.296939021450952,0.2606652205350687,1
LP001020,0.0,1.0,1.0,0.0,0.15853086419753087,0.2632298941608467,0.49857142857142855,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.14332581983470302,0.06056533243731362,0
LP001024,0.0,1.0,1.0,0.0,0.03950617283950617,0.01679986560107519,0.1,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17549857549857548,0.3697435897435898,1
LP001027,0.0,1.0,1.0,0.0,0.030864197530864196,0.04415964672282622,0.15571428571428572,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24557091653865845,0.33225806451612905,1
LP001028,0.0,1.0,1.0,0.0,0.03793827160493827,0.1945424436604507,0.2857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17493117054795201,0.1289918597370069,1
LP001029,0.0,0.0,1.0,0.0,0.022876543209876542,0.0681594547243622,0.16285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23751686909581646,0.3072661410611549,0
LP001030,0.0,1.0,1.0,0.0,0.016037037037037037,0.026063791489668083,0.024285714285714285,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06969485208478919,0.20153738644304683,1
LP001032,0.0,0.0,1.0,0.0,0.06111111111111111,0.0,0.17857142857142858,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24691358024691357,0.2913131313131313,1
LP001034,0.0,0.0,0.0,0.0,0.04439506172839506,0.0,0.14285714285714285,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2719070572240761,0.26733407489803485,1
LP001036,1.0,0.0,1.0,0.0,0.043333333333333335,0.0,0.10857142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21171256726812282,0.4108262108262108,0
LP001038,0.0,1.0,0.0,0.0,0.060333333333333336,0.0,0.19,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26610281245026485,0.29506854921219566,0
LP001041,0.0,1.0,1.0,0.0,0.03209876543209877,0.08399932800537596,0.16428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18433515482695811,0.23639344262295084,1
LP001043,0.0,1.0,0.0,0.0,0.0945679012345679,0.0,0.14857142857142858,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13275311865390194,0.18825065274151437,0
LP001046,0.0,1.0,1.0,0.0,0.07351851851851852,0.13499892000863994,0.45,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2659758203799654,0.12452504317789291,1
LP001047,0.0,1.0,0.0,0.0,0.03209876543209877,0.045863633090935274,0.1657142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2514347644030641,0.31966304588782973,0
LP001050,0.0,1.0,0.0,0.0,0.04154320987654321,0.04600763193894449,0.16,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20732887374311076,0.27300265051117,0
LP001052,0.0,1.0,1.0,0.0,0.04588888888888889,0.07019943840449276,0.21571428571428572,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2222891364716116,0.21710328214393257,0
LP001066,0.0,1.0,1.0,1.0,0.1180246913580247,0.0,0.27285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19535099953509996,0.15083682008368202,1
LP001068,0.0,1.0,1.0,0.0,0.034555555555555555,0.05407156742746058,0.1742857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23612210785607457,0.2854315122723674,1
LP001073,0.0,1.0,0.0,0.0,0.05217283950617284,0.024959800321597427,0.15714285714285714,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.20424526311347427,0.2738321306494493,1
LP001086,0.0,0.0,0.0,0.0,0.017802469135802468,0.0,0.05,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2373247033441208,1.0,0
LP001087,1.0,0.0,1.0,0.0,0.046296296296296294,0.049991600067199465,0.17142857142857143,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2011543516772387,0.24721412652151553,1
LP001091,0.0,1.0,1.0,0.0,0.0514320987654321,0.08085535315717474,0.28714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2608272506082725,0.1913735899137359,0
LP001095,0.0,0.0,1.0,0.0,0.03909876543209877,0.0,0.10571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2284671788934498,0.45532049257972845,0
LP001097,0.0,0.0,1.0,1.0,0.05792592592592593,0.0,0.15142857142857144,0.75,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22089608790376053,0.3073316283034953,0
LP001098,0.0,1.0,1.0,0.0,0.043209876543209874,0.04000767993856049,0.16285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21572801754725499,0.27907876911167023,1
LP001100,0.0,0.0,1.0,0.0,0.15432098765432098,0.07199942400460796,0.45714285714285713,0.75,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20186379928315412,0.09303225806451614,0
LP001106,0.0,1.0,1.0,0.0,0.02808641975308642,0.04960760313917489,0.15714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24770970878755308,0.3321050207277752,1
LP001109,0.0,1.0,1.0,0.0,0.0225679012345679,0.03191974464204286,0.14285714285714285,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30961930898599677,0.4566181127295757,0
LP001112,1.0,1.0,1.0,0.0,0.045271604938271606,0.03501571987424101,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27467811158798283,0.2813109637143972,1
LP001114,0.0,0.0,1.0,0.0,0.0514320987654321,0.17303861569107448,0.26285714285714284,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15814971089232693,0.1267580872011252,1
LP001116,0.0,0.0,0.0,0.0,0.04627160493827161,0.04003167974656203,0.15714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19858854423108485,0.26624815361890697,1
LP001119,0.0,0.0,1.0,0.0,0.044444444444444446,0.0,0.11428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21728395061728395,0.40055555555555555,0
LP001120,0.0,0.0,1.0,0.0,0.022222222222222223,0.029111767105863152,0.06714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15252424678246118,0.4785927646863591,1
LP001123,0.0,1.0,1.0,0.0,0.02962962962962963,0.0,0.10714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3055555555555555,0.6008333333333333,1
LP001131,0.0,1.0,1.0,0.0,0.04865432098765432,0.056063551491588065,0.19142857142857142,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20873382542969923,0.22972757686793055,1
LP001136,0.0,1.0,0.0,1.0,0.057962962962962966,0.0,0.13714285714285715,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19992900248491302,0.30713525026624067,1
LP001137,1.0,0.0,1.0,0.0,0.04209876543209876,0.0,0.12571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2523297491039426,0.42287390029325517,1
LP001138,0.0,1.0,1.0,0.0,0.06974074074074074,0.0,0.06285714285714286,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07615900552703526,0.2552664188351921,1
LP001144,0.0,1.0,1.0,0.0,0.07186419753086419,0.0,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24188283800034355,0.24772375880432915,1
LP001146,1.0,1.0,1.0,0.0,0.03265432098765432,0.0825593395252838,0.17142857142857143,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19282388386743357,0.2369761709120789,0
LP001151,1.0,0.0,1.0,0.0,0.04938271604938271,0.05459956320349437,0.2057142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22438247011952192,0.229800796812749,1
LP001155,1.0,1.0,0.0,0.0,0.02380246913580247,0.039455684354525164,0.14285714285714285,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2737339803409232,0.40369540873460247,1
LP001157,1.0,0.0,1.0,0.0,0.038098765432098766,0.0,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3802117087923957,0.46727154893065453,1
LP001164,1.0,0.0,1.0,0.0,0.052222222222222225,0.0,0.16,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2588915156291043,0.3408983451536643,0
LP001179,0.0,1.0,1.0,0.0,0.05698765432098765,0.0,0.19142857142857142,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28384363566339305,0.3123916811091854,0
LP001186,1.0,1.0,1.0,1.0,0.1419753086419753,0.0,0.4085714285714286,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.24316908212560387,0.1253913043478261,0
LP001194,0.0,1.0,1.0,0.0,0.0334320987654321,0.0280077759377925,0.13857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24475985663082436,0.37212903225806454,1
LP001195,0.0,1.0,1.0,0.0,0.026320987654320987,0.038183694530443756,0.13714285714285715,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25212642134479357,0.3873220521085146,1
LP001197,0.0,1.0,1.0,0.0,0.041555555555555554,0.05279957760337917,0.19285714285714287,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23715415019762845,0.2590729428674093,0
LP001198,0.0,1.0,1.0,0.0,0.09975308641975308,0.05399956800345597,0.2571428571428571,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17037754114230397,0.13959341723136498,1
LP001199,0.0,1.0,0.0,0.0,0.041444444444444443,0.06861545107639139,0.2057142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2265122265122265,0.231981981981982,1
LP001205,0.0,1.0,1.0,0.0,0.030864197530864196,0.09110327117383062,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1863617111393477,0.22903430749682338,1
LP001206,0.0,1.0,1.0,0.0,0.03739506172839506,0.0,0.14142857142857143,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.31957741828986463,0.4760647078243645,1
LP001207,0.0,1.0,0.0,1.0,0.03220987654320988,0.08277533779729762,0.2357142857142857,0.375,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26631451524155386,0.11901617695609112,0
LP001213,0.0,1.0,1.0,0.0,0.061049382716049386,0.0,0.17857142857142858,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.24716324008538365,0.2916076845298281,0
LP001222,1.0,0.0,1.0,0.0,0.0514320987654321,0.0,0.1657142857142857,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27225689443644313,0.3461353816610658,0
LP001225,0.0,1.0,1.0,0.0,0.07069135802469136,0.11027911776705786,0.36857142857142855,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2444207602622485,0.13971514388140685,0
LP001228,0.0,0.0,0.0,0.0,0.03950617283950617,0.05409556723546212,0.18,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22588925559222586,0.13219655298863217,0
LP001233,0.0,1.0,1.0,0.0,0.13271604938271606,0.0,0.44571428571428573,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2837829457364341,0.13413953488372093,1
LP001238,0.0,1.0,0.0,1.0,0.08765432098765433,0.0,0.17857142857142858,0.125,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17214397496087636,0.03384976525821596,1
LP001241,1.0,0.0,1.0,0.0,0.05308641975308642,0.0,0.19428571428571428,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.309250645994832,0.3353488372093023,0
LP001243,0.0,1.0,1.0,0.0,0.03960493827160494,0.07358341133270933,0.24571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2680551128112492,0.22983742429072362,1
LP001245,0.0,1.0,0.0,1.0,0.023148148148148147,0.044999640002879975,0.13857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2529185185185185,0.38453333333333334,1
LP001248,0.0,0.0,1.0,0.0,0.043209876543209874,0.0,0.11571428571428571,0.625,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22628571428571426,0.3433333333333333,1
LP001250,0.0,1.0,0.0,0.0,0.0587037037037037,0.0,0.1357142857142857,0.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.19534992405654866,0.3032597266035752,0
LP001253,0.0,1.0,1.0,1.0,0.06501234567901235,0.042575659394724845,0.2671428571428571,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2597222222222222,0.20482954545454546,1
LP001255,0.0,0.0,1.0,0.0,0.046296296296296294,0.0,0.16142857142857142,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29463703703703703,0.5127111111111111,0
LP001256,0.0,0.0,1.0,0.0,0.046296296296296294,0.11399908800729594,0.25142857142857145,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20245751633986928,0.1696470588235294,0
LP001259,0.0,1.0,1.0,1.0,0.012345679012345678,0.07252741978064176,0.15714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26741808939720424,0.3585280954748881,0
LP001263,0.0,1.0,1.0,0.0,0.03909876543209877,0.09599923200614395,0.2571428571428571,0.625,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.24556997348960513,0.167666620157202,0
LP001264,0.0,1.0,0.0,1.0,0.04114814814814815,0.05198358413132695,0.18571428571428572,0.75,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23115313895455739,0.2622294962720495,1
LP001265,1.0,0.0,1.0,0.0,0.04748148148148148,0.0,0.15857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28219795458485003,0.374934997399896,1
LP001266,0.0,1.0,1.0,1.0,0.0295679012345679,0.0,0.06571428571428571,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1877986546045001,0.6020876826722338,1
LP001267,1.0,1.0,1.0,0.0,0.017012345679012345,0.04514363885088919,0.23857142857142857,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5010398554430465,0.4424670144216017,0
LP001273,0.0,1.0,1.0,0.0,0.07407407407407407,0.05399956800345597,0.37857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31407407407407406,0.1747878787878788,0
LP001275,0.0,1.0,1.0,0.0,0.049234567901234566,0.0,0.07142857142857142,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12258999219881868,0.2410565028418589,1
LP001279,0.0,0.0,1.0,0.0,0.029209876543209876,0.06074351405188758,0.19428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27154947473509855,0.2944659995915867,1
LP001280,0.0,1.0,0.0,0.0,0.04114814814814815,0.047999616003071975,0.14142857142857143,0.75,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1815113444590287,0.2703918994937184,1
LP001282,0.0,1.0,1.0,0.0,0.030864197530864196,0.05083159334725322,0.14857142857142858,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22020114527693566,0.31225638804677347,1
LP001289,0.0,0.0,1.0,0.0,0.10575308641975309,0.0,0.3,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23970737022336366,0.16833994863413496,1
LP001310,0.0,1.0,1.0,0.0,0.07030864197530864,0.10000719994240045,0.25,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1735054868293562,0.14621780571892112,1
LP001316,0.0,1.0,1.0,0.0,0.03651851851851852,0.06959944320445437,0.18714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21865634839346004,0.24615909866848754,1
LP001318,0.0,1.0,1.0,0.0,0.07716049382716049,0.13569491444068446,0.26857142857142857,0.375,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1544205495818399,0.06056787634408602,1
LP001319,0.0,1.0,0.0,0.0,0.040407407407407406,0.0436796505627955,0.11571428571428571,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15550755939524838,0.2831337129393285,1
LP001322,0.0,0.0,1.0,0.0,0.05102469135802469,0.0,0.1742857142857143,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2886254267817297,0.3488991047665134,1
LP001325,0.0,0.0,0.0,0.0,0.04469135802469136,0.0,0.03571428571428571,0.25,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06752608962553713,0.13278084714548802,1
LP001326,0.0,0.0,1.0,0.0,0.0837283950617284,0.0,0.18571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1874242275303909,0.21262164553229135,0
LP001327,1.0,1.0,1.0,0.0,0.030666666666666665,0.05524755801953584,0.1957142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27989042113571994,0.30129544504805683,1
LP001333,0.0,1.0,1.0,0.0,0.02440740740740741,0.02392780857753138,0.07142857142857142,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.164387655981469,0.48486886348352387,1
LP001334,0.0,1.0,0.0,0.0,0.0517037037037037,0.0,0.16428571428571428,0.375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2684919876896954,0.1721585482330468,1
LP001343,0.0,1.0,1.0,0.0,0.02171604938271605,0.08498332013343893,0.18714285714285714,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24167714884696015,0.2720754716981132,1
LP001345,0.0,1.0,0.0,0.0,0.05293827160493827,0.07831137350901193,0.19,0.375,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.172221486484498,0.09548404184876175,1
LP001349,0.0,0.0,1.0,0.0,0.05979012345679012,0.09134326925384596,0.21571428571428572,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17070695391888593,0.16672447681812927,1
LP001350,0.0,1.0,1.0,0.0,0.1685185185185185,0.0,0.5571428571428572,0.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2793650793650793,0.10564102564102563,1
LP001356,0.0,1.0,1.0,0.0,0.0574320987654321,0.08599131206950344,0.38142857142857145,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3170208459825946,0.17510625379477837,1
LP001357,0.0,1.0,1.0,0.0,0.04711111111111111,0.018095855233158136,0.22857142857142856,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3423292000972526,0.31553610503282276,1
LP001367,0.0,1.0,1.0,0.0,0.03767901234567901,0.024719802241582066,0.14285714285714285,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23953399749578091,0.35325820676139147,1
LP001369,0.0,1.0,1.0,0.0,0.1409506172839506,0.027023783809729522,0.32142857142857145,0.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17539663557362672,0.11496452204416807,1
LP001370,0.0,0.0,0.0,0.0,0.09053086419753087,0.0,0.17142857142857143,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16000727305786627,0.1966453020591845,0
LP001379,0.0,1.0,1.0,0.0,0.04691358024691358,0.08639930880552955,0.30857142857142855,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2854054054054054,0.19486486486486487,0
LP001384,0.0,1.0,0.0,0.0,0.0255679012345679,0.018095855233158136,0.13428571428571429,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.32534906588003926,0.680589970501475,1
LP001385,0.0,0.0,1.0,0.0,0.06562962962962963,0.0,0.19428571428571428,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25014630883705374,0.27125658389766744,1
LP001387,1.0,1.0,1.0,0.0,0.036160493827160495,0.05599155206758346,0.19857142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25828793445669157,0.27404028886355,1
LP001391,0.0,1.0,0.0,0.0,0.044098765432098765,0.09873521011831905,0.21714285714285714,0.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19336745019805127,0.1876138433515483,0
LP001392,1.0,0.0,1.0,1.0,0.09198765432098766,0.0,0.27714285714285714,0.75,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2545817861882819,0.19353106965507988,1
LP001398,0.0,0.0,1.0,0.0,0.06234567901234568,0.0,0.16857142857142857,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22847084708470847,0.2855445544554455,1
LP001401,0.0,1.0,1.0,0.0,0.18003703703703702,0.0,0.2642857142857143,0.375,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12404093045936287,0.04944113008297332,1
LP001404,1.0,1.0,1.0,0.0,0.03909876543209877,0.05479156166750666,0.22,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.276289500509684,0.2645871559633028,1
LP001405,0.0,1.0,1.0,0.0,0.027333333333333334,0.03355173158614731,0.12142857142857143,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.23009720684139287,0.3992248062015504,1
LP001421,0.0,1.0,1.0,0.0,0.06874074074074074,0.051407588739290085,0.25,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22193399625306237,0.18702983138780804,0
LP001422,1.0,0.0,1.0,0.0,0.12849382716049382,0.0,0.37,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.24331710649927404,0.13854727132974634,1
